"","extractors_first_name","extractors_last_name","preprint_id","preprint_doi","preprint_title","submitting_author","submitting_author_country","submitting_author_first_publication_year","type_of_preprint","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","data_link_article","code_link_article","publisher_doi","preprint_published_date","current_version","total_authors","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned"
"244","jordann","crawford-ash",5849,"https://doi.org/10.32942/x2b30r","sea otter recovery buffers century-scale declines in california kelp forests","kyle schuyler van houtan","united states of america",2007,"research article","vertebrates","https://bit.ly/3pvukqi","https://bit.ly/3pvukqi",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","no","no","not applicable"
"245","jordann","crawford-ash",5837,"https://doi.org/10.32942/x2689n","assessing the multidimensional complexity of biodiversity using a globally standardized approach","robert m mcelderry","switzerland",2007,"reviews and meta-analyses","plants, invertebrates, vertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,1,1,"not applicable","not applicable","no","not applicable"
"246","jordann","crawford-ash",5845,"https://doi.org/10.32942/x22k50","a perspective on how glyphosate and 2,4-d may impact climate change","christine m cornish","united states of america",2007,"opinion","plants, fungi, microorganisms, invertebrates",NA,NA,0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,1,1,1,1,"not applicable","not applicable","no","not applicable"
"247","jordann","crawford-ash",5854,"https://doi.org/10.32942/x2xs4f","a standard protocol for harvesting biodiversity data from facebook","shawan chowdhury","germany",2014,"methods papers","plants, invertebrates, vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,1,1,"no","no","no","not applicable"
"248","jordann","crawford-ash",5856,"https://doi.org/10.32942/x2t303","tick-tock, racing the clock: parasitism is associated with decreased sprint performance in the eastern fence lizard","kristoffer h wild","australia",2017,"research article","invertebrates, vertebrates","https://github.com/kris-wild/ticks_wild_gienger_2023.git","https://github.com/kris-wild/ticks_wild_gienger_2023.git",0,"no",NA,NA,NA,NA,NA,"https://zenodo.org/records/8287127",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"yes","yes","no","not applicable"
"249","jordann","crawford-ash",5851,"https://doi.org/10.32942/x2pc8n","recent, rapid restructuring of north american bumble bee communities is associated with climate warming","jeremy hemberger","united states of america",2017,"research article","invertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,1,"no","no","no","not applicable"
"250","jordann","crawford-ash",5862,"https://doi.org/10.32942/x2930f","iucn red list of ecosystems, mangroves of the bay of bengal","global red list of ecosystem assesments iucn","switzerland",NA,"report","plants","none","none",NA,"no",NA,NA,NA,NA,NA,"null",NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","no","not applicable"
"251","jordann","crawford-ash",5865,"https://doi.org/10.32942/x2dw3f","iucn red list of ecosystems, mangroves of the south china sea","global red list of ecosystem assesments iucn","switzerland",NA,"report","plants","none","none",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"252","jordann","crawford-ash",5866,"https://doi.org/10.32942/x2jk5b","iucn red list of ecosystems, mangroves of the sunda shelf","global red list of ecosystem assesments iucn","switzerland",NA,"report","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"253","jordann","crawford-ash",5869,"https://doi.org/10.32942/x25c80","harnessing open science practices to teach ecology and evolution using interactive tutorials","maxime fraser franco","canada",2022,"methods papers","plants, algi, fungi, microorganisms, invertebrates, vertebrates","data used in the tutorial presented in this paper are available as follows: tree swallow life history: r basics & data exploration and tree swallow and sexual dimorphism and sexual selection tutorial - https://doi.org/10.6084/m9.figshare.14156801.v1; anticosti historical data tutorial - government of canada. record id: 9dda09b0-649f-4002-b207-7b204eb81cbb, https://open.canada.ca/data/en/dataset/9dda09b0-649f-4002-b207-7b204eb81cbb; alberta trees tutorial - borealis. https://doi.org/10.5683/sp3/pzcave; chronic wasting disease tutorial - government of alberta: https://www.alberta.ca/chronic-wasting-disease-history-in- alberta.aspx#jumplinks-0; understanding biodiversity with stream invertebrates - government of canada. record id: f2ac0ae9-dd2f-4a70-b059-f8a49d9f5982, https://open.canada.ca/data/en/dataset/f2ac0ae9-dd2f-4a70-b059-f8a49d9f5982","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,1,1,1,1,1,"yes","no","not applicable","not applicable"
"254","jordann","crawford-ash",5867,"https://doi.org/10.32942/x21k5p","iucn red list of ecosystems, mangroves of the western coral triangle","global red list of ecosystem assesments iucn","switzerland",NA,"report","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"255","jordann","crawford-ash",5868,"https://doi.org/10.32942/x2ww3s","iucn red list of ecosystems, mangroves of the andaman","global red list of ecosystem assesments iucn","switzerland",NA,"report","plants","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"no","no","not applicable","not applicable"
"256","jordann","crawford-ash",5889,"https://doi.org/10.32942/x2s30s","indirect genetic effects should make group size highly evolvable","david n fisher","united kingdom",2013,"research article","microorganisms, invertebrates, vertebrates, genetics",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,1,1,"not applicable","not applicable","not applicable","not applicable"
"257","jordann","crawford-ash",5891,"https://doi.org/10.32942/x2nc8b","partitioning the phenotypic variance of reaction norms","pierre de villemereuil","france",2011,"research article","vertebrates, genetics","none","https://github.com/devillemereuil/codepartreacnorm",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"no","yes","not applicable","not applicable"
"258","jordann","crawford-ash",5874,"https://doi.org/10.32942/x2hk51","growth and opportunities for drone surveillance in pinniped research","gregory d larsen","united states of america",NA,"opinion","vertebrates",NA,NA,NA,"no","https://doi.org/10.1111/mam.12325","mammal review","2023-09-19","no",0,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"259","jordann","crawford-ash",5896,"https://doi.org/10.32942/x2cw2r","diversity and function of fluorescent molecules in marine organisms","lars henrik poding","germany",NA,"reviews and meta-analyses","algi, fungi, microorganisms","none","none",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,1,1,1,0,0,"no","no","not applicable","not applicable"
"260","jordann","crawford-ash",5898,"https://doi.org/10.32942/x2831h","re-defining common mycorrhizal and fungal networks","matthias c. rillig","germany",1995,"research article","fungi",NA,NA,0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,1,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"261","jordann","crawford-ash",5904,"https://doi.org/10.32942/x24c79","taming the terminological tempest in invasion science","ismael soto almena","czechia",NA,"reviews and meta-analyses","microorganisms, invertebrates, vertebrates","https://github.com/ismasa/invasion-science-terminology","https://github.com/ismasa/invasion-science-terminology",0,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,1,1,1,"yes","yes","not applicable","not applicable"
"262","antica","culina",4533,"https://doi.org/10.32942/osf.io/rc5se","behaviour of white fulani calves grazing panicum/stylo pasture in southwest nigeria","jimoh saheed olaide","nigeria",2014,"research article","plants, vertebrates","none","none",NA,"no","https://doi.org/10.1016/j.applanim.2017.03.007","applied animal behaviour science","2017-01-08","no",6,"none","none","https://doi.org/10.1016/j.applanim.2017.03.007",2019-01-02,1,7,-724,"postprint",1,0,0,0,0,1,"no","no","no","no"
"263","antica","culina",4531,"https://doi.org/10.32942/osf.io/jq9n6","counter culture: causes, extent and solutions of systematic bias in the analysis of behavioural counts","joel l pick","australia",2015,"research article","vertebrates","https://doi.org/10.5281/zenodo.7439115","https://doi.org/10.5281/zenodo.7439115",NA,"no","https://doi.org/10.7717/peerj.15059","peerj zoological science","2023-04-04","no",6,"https://doi.org/10.5281/zenodo.7439115","https://doi.org/10.5281/zenodo.7439115","https://doi.org/10.7717/peerj.15059",2019-01-06,2,5,1549,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"264","antica","culina",4463,"https://doi.org/10.32942/osf.io/tz2v8","individual differences in behaviour explain variation in survival: a meta-analysis","maria moiron","france",2015,"reviews and meta-analyses","invertebrates, vertebrates","none","none",NA,"no","https://doi.org/10.1111/ele.13438","ecology letters","2019-10-06","no",196,"https://doi.org/10.5061/dryad.cvdncjt0c","none","https://doi.org/10.1111/ele.13438",2019-08-01,1,3,66,"preprint",0,0,0,0,1,1,"no","no","yes","no"
"265","antica","culina",4445,"https://doi.org/10.32942/osf.io/jzam3","endocrinology of thermoregulation in birds in a changing climate","suvi ruuskanen","finland",2009,"reviews and meta-analyses","vertebrates",NA,NA,NA,"no","https://doi.org/10.1016/j.mce.2020.111088","molecular and cellular endocrinology","2021-01-01","no",50,NA,NA,"https://doi.org/10.1016/j.mce.2020.111088",2019-09-08,2,3,481,"preprint",0,0,0,0,0,1,"not applicable","not applicable","not applicable","not applicable"
"266","antica","culina",4444,"https://doi.org/10.32942/osf.io/dsqja","structure of past and present food webs from a semiarid wetland subjected to species invasion and environmental degradation","raul ochoa-hueso","spain",2008,"research article","plants, algi, invertebrates, vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,"null",NA,NA,2019-09-09,1,3,NA,"preprint",1,1,0,0,1,1,"no","no","no","not applicable"
"267","antica","culina",4285,"https://doi.org/10.32942/osf.io/tzbn9","cultural inheritance is driving a major transition in human evolution","timothy waring","united states of america",2005,"other","vertebrates",NA,NA,2,"no",NA,NA,NA,NA,NA,"null",NA,NA,2020-08-23,2,2,NA,"preprint",0,0,0,0,0,1,"not applicable","not applicable","no","not applicable"
"268","antica","culina",4276,"https://doi.org/10.32942/osf.io/n4d5j","bertero’s ghost revisited: new typifications of talinum linaria colla and calandrinia gaudichaudii barnéoud (= calandrinia pilosiuscula dc; montiaceae)","mark alan hershkovitz","chile",1989,"other","plants",NA,NA,4,"no",NA,NA,NA,NA,NA,"null",NA,NA,2020-09-08,5,1,NA,"preprint",1,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"269","antica","culina",4277,"https://doi.org/10.32942/osf.io/63adu","recent advances of quantitative modeling to support invasive species eradication on islands","christopher baker","australia",2013,"reviews and meta-analyses","work is on eradication - so applicable to different invasive species",NA,NA,NA,"no","https://doi.org/10.1111/csp2.246","conservation science and practice","2020-09-18","no",33,NA,NA,"https://doi.org/10.1111/csp2.246",2020-09-08,3,2,10,"preprint",0,0,0,0,0,0,"not applicable","not applicable","not applicable","not applicable"
"270","antica","culina",4272,"https://doi.org/10.32942/osf.io/afrpk","shifting to broad patterns of interests in conservation culturomics with bayesian dynamic factor analysis","jacopo cerri","slovenia",2015,"research article","alien species (but not specified which ones)","https://doi.org/10.32942/osf.io/afrpk","https://doi.org/10.32942/osf.io/afrpk",1,"no",NA,NA,NA,NA,NA,"null",NA,NA,2020-09-16,2,6,NA,"preprint",0,0,0,0,0,0,"yes","yes","no","not applicable"
"271","antica","culina",4242,"https://doi.org/10.32942/osf.io/7gd6a","reducing land use-induced spillover risk by fostering landscape immunity: policy priorities for conservation practitioners","jamie reaser","united states of america",NA,"reviews and meta-analyses","no specific taxa, on zoonotic spillover",NA,NA,6,"no",NA,NA,NA,NA,NA,"null",NA,NA,2020-10-15,1,9,NA,"preprint",0,0,0,0,0,0,"not applicable","not applicable","no","not applicable"
"272","elvira","d'bastiani",4239,"https://doi.org/10.32942/osf.io/nmyxt","environmental conditions promote local segregation, but functional distinctiveness allow aggregation of catfishes in the amazonian estuary","bruno eleres soares","brazil",2021,"research article","vertebrates","https://doi.org/10.5281/zenodo.4118631","https://doi.org/10.5281/zenodo.4118631",0,"no","https://doi.org/10.1016/j.ecss.2021.107256","estuarine, coastal and shelf science","2021-04-05","no",2,"https://doi.org/10.5281/zenodo.4118631","https://doi.org/10.5281/zenodo.4118631","https://doi.org/10.1016/j.ecss.2021.107256",2020-10-22,2,5,165,"preprint",0,0,0,0,0,1,"yes","yes","yes","yes"
"273","elvira","d'bastiani",4235,"https://doi.org/10.32942/osf.io/8yv74","workflow for constructing social networks from automated telemetry systems","daizaburo shizuka","united states of america",NA,"research article","vertebrates","https://osf.io/gwb6d/","https://osf.io/gwb6d/",3,"no",NA,NA,NA,NA,NA,NA,NA,NA,2020-11-02,2,4,NA,"preprint",0,0,0,0,0,1,"yes","yes","not applicable","not applicable"
"274","elvira","d'bastiani",4236,"https://doi.org/10.32942/osf.io/q9v85","svd entropy reveals the high complexity of ecological networks","tanya strydom","canada",2021,"research article","plants, microorganisms, invertebrates, vertebrates","https://www.web-of-life.es/","none",0,"no","https://doi.org/10.3389/fevo.2021.623141","frontiers in ecology and evolution","2021-06-10","no",19,"http://www.web-of-life.es/","none","https://doi.org/10.3389/fevo.2021.623141",2020-11-02,2,3,220,"preprint",1,0,0,1,1,1,"no","no","no","no"
"275","elvira","d'bastiani",4205,"https://doi.org/10.32942/osf.io/zsnj4","beta and phylogenetic diversities tell complementary stories about ecological networks biogeography","gracielle higino","brazil",2021,"research article","invertebrates, vertebrates","https://datadryad.org/stash/dataset/doi:10.5061/dryad.jf3tj","https://datadryad.org/stash/dataset/doi:10.5061/dryad.jf3tj",0,"no","https://doi.org/10.1017/s0031182021000391","parasitology","2021-03-08","no",2,"http://dx.doi.org/10.5061/dryad.jf3tj and http://mangal.io","http://dx.doi.org/10.5061/dryad.jf3tj","https://doi.org/10.1017/S0031182021000391",2020-12-12,1,2,86,"preprint",0,0,0,0,1,1,"yes","yes","yes","yes"
"276","elvira","d'bastiani",4146,"https://doi.org/10.32942/osf.io/eu7k3","a roadmap toward predicting species interaction networks (across space and time)","tanya strydom","canada",2021,"reviews and meta-analyses","invertebrates, vertebrates","none","https://osf.io/6jp4b/",0,"no","https://doi.org/10.1098/rstb.2021.0063","philosophical transactions of the royal society b: biological sciences","2021-07-29","no",31,"none","https://osf.io/6jp4b/","https://doi.org/10.1098/rstb.2021.0063",2021-02-24,2,10,155,"preprint",0,0,0,0,1,1,"no","yes","no","yes"
"277","elvira","d'bastiani",4088,"https://doi.org/10.32942/osf.io/zk2dq","primate malarias as a model for cross-species parasite transmission","amy goldberg","united states of america",2022,"reviews and meta-analyses","invertebrates, vertebrates, protozoan","https://osf.io/c7n6u/","none",0,"no","https://doi.org/10.7554/elife.69628","elife","2022-01-08","no",5,"none","none",NA,2021-04-21,2,3,262,"preprint",0,0,0,0,1,1,"yes","no","no","no"
