"","...1","assigned_to","nr","extractors_first_name","extractors_last_name","preprint_id","preprint_doi.x","preprint_title.x","submitting_author.x","submitting_author_country","submitting_author_first_publication_year","taxa_being_studied","data_link_preprint","code_link_preprint","number_of_citations_preprint","pci_recommendation_preprint","publication_doi","publication_journal","publication_date","publication_title_changed","number_of_citations_article","current_version.x","data_link_article","code_link_article","publisher_doi.x","preprint_published_date","total_authors.x","time_between_preprint_and_pub_days","postprint","plants","algi","fungi","microorganisms","invertebrates","vertebrates","type_of_preprint","data_link_preprint_cleaned","code_link_preprint_cleaned","data_link_article_cleaned","code_link_article_cleaned","check_completed","check_comment","doi.1","journal_name","is_oa","oa_status","preprint_title.y","preprint_doi.y","publisher_doi.y","reuse_licence","submitted_date","accepted_date","published_date","update_date","current_version.y","version_date","submitting_author.y","authors_list","total_authors.y"
"115",115,"daniel noble",115,"louis","bliard",3652,"https://doi.org/10.32942/osf.io/vsdhy","linking predator responses to alkaloid variability in poison frogs","justin p lawrence","united states of america",2017,"vertebrates","none","none",0,"no","https://doi.org/10.1007/s10886-023-01412-7","journal of chemical ecology",2023-03-01,"no",9,1,"none","none","https://doi.org/10.1007/s10886-023-01412-7",2022-09-21,7,161,"preprint",0,0,0,0,0,1,"research article","no","no","yes","no","yes",NA,"10.1007/s10886-023-01412-7","Journal of Chemical Ecology",FALSE,"closed","Linking Predator Responses to Alkaloid Variability in Poison Frogs","https://doi.org/10.32942/osf.io/vsdhy","https://doi.org/10.1007/s10886-023-01412-7","CC BY-SA 4.0",2022-09-21,2022-09-21,2022-09-21,2022-09-22,1,2022-09-21,"Justin P Lawrence","Justin P Lawrence, Bibiana Rojas, Annelise Blanchette, Ralph Saporito, Johanna Mappes, Antoine Fouquet, Brice Noonan",7
"116",116,"ying-chi chan",116,"louis","bliard",5976,"https://doi.org/10.32942/x2dp4r","uncovering global drivers threatening vegetation resilience","camille fournier de lauriere","switzerland",2024,"plants","none","none",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",1,0,0,0,0,0,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Uncovering global drivers threatening vegetation resilience","https://doi.org/10.32942/X2DP4R",NA,"CC BY-NC 4.0",2023-09-22,2023-09-25,2023-09-25,NA,1,2023-09-25,"Camille Fournier de Lauriere","Camille Fournier de Lauriere, Katharina Runge, Gabriel Smith, Vasilis Dakos, Sonia Kefi, Thomas W. Crowther, Miguel Berdugo",7
"117",117,"ying-chi chan",117,"louis","bliard",4945,"https://doi.org/10.32942/x21p4b","sex-specific covariation between exploratory behavior and natal dispersal strategies in a natural cooperative breeding passerine population","tara cox","united kingdom",2020,"vertebrates","none","none",0,"no",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,0,1,"research article","no","no","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Sex-specific covariation between exploratory behavior and natal dispersal strategies in a natural cooperative breeding passerine population","https://doi.org/10.32942/X21P4B",NA,"No CC license",2023-01-19,2023-01-19,2023-01-20,NA,2,2023-01-19,"Tara Cox","Tara Cox, Alexandra M Sparks, Terry Burke, Jan Komdeur, David S Richardson, Hannah L Dugdale",6
"118",118,"ying-chi chan",118,"jack","brand",4392,"https://doi.org/10.32942/osf.io/mr93f","the molecular clock as a tool for understanding host-parasite evolution","rachel warnock","switzerland",2011,"microorganisms",NA,NA,13,"no","https://doi.org/10.1007/978-3-030-52233-9_13","book chapter",2022-01-01,"no",13,1,NA,NA,NA,2020-02-29,2,672,"preprint",0,0,0,1,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"The molecular clock as a tool for understanding host-parasite evolution","https://doi.org/10.32942/osf.io/mr93f",NA,"CC BY-SA 4.0",2020-02-28,2020-02-29,2020-02-29,2020-02-29,1,2020-02-28,"Rachel Warnock","Rachel Warnock, Jan Engelstädter",2
"119",119,"ying-chi chan",119,"jack","brand",4393,"https://doi.org/10.32942/osf.io/5cyw7","forest thinning in ponderosa pines increases carbon use efficiency and energy flow from primary producers to primary consumers","christopher doughty","united states of america",2006,"plants, vertebrates","https://github.com/cdoughty999/doughty_jgr_2020","https://github.com/cdoughty999/doughty_jgr_2020",0,"no","https://doi.org/10.1029/2020jg005947","journal of geophysical research: biogeosciences",2021-02-11,"yes",4,2,"https://doi.org/10.5281/zenodo.4432997","https://doi.org/10.5281/zenodo.4432997","https://doi.org/10.1029/2020JG005947",2020-02-29,4,348,"preprint",1,0,0,0,0,1,"research article","yes","yes","yes","yes","yes",NA,"10.1029/2020jg005947","Journal of Geophysical Research: Biogeosciences",FALSE,"closed","Forest thinning in ponderosa pines increases carbon use efficiency and energy flow from primary producers to primary consumers","https://doi.org/10.32942/osf.io/5cyw7","https://doi.org/10.1029/2020JG005947","CC BY-SA 4.0",2020-02-26,2020-02-29,2020-02-29,2020-12-19,2,2020-12-19,"Christopher Doughty","Christopher Doughty, Andrew Abraham, Tomos Prys-Jones, Tom Kolb",4
"120",120,"ying-chi chan",120,"jack","brand",4390,"https://doi.org/10.32942/osf.io/6cdtp","intergroup food transfers in wild golden lion tamarins (leontopithecus rosalia)","camille aurelie troisi","united kingdom",2016,"vertebrates","none","none",0,"no","https://doi.org/10.1007/s10329-020-00846-x","primates",2020-08-07,"no",1,1,"none","none","https://doi.org/10.1007/s10329-020-00846-x",2020-03-01,1,159,"preprint",0,0,0,0,0,1,"research article","no","no","no","no","yes",NA,"10.1007/s10329-020-00846-x","Primates",TRUE,"hybrid","Intergroup food transfers in wild golden lion tamarins (Leontopithecus rosalia)","https://doi.org/10.32942/osf.io/6cdtp","https://doi.org/10.1007/s10329-020-00846-x","CC BY-SA 4.0",2020-03-01,2020-03-01,2020-03-01,2020-03-01,1,2020-03-01,"Camille Aurelie Troisi","Camille Aurelie Troisi",1
"121",121,"ying-chi chan",121,"jack","brand",4389,"https://doi.org/10.32942/osf.io/s5dnr","estimation of environmental and genetic contributions to telomere length variation in a wild mammal","sil h. j. van lieshout","united kingdom",2016,"vertebrates","none","none",1,"no","https://doi.org/10.1111/jeb.13728","journal of evolutionary biology",2020-10-28,"yes",23,1,"https://doi.org/10.5061/dryad.dr7sqv9wr","none","https://doi.org/10.1111/jeb.13728",2020-03-04,8,238,"preprint",0,0,0,0,0,1,"research article","no","no","yes","no","yes",NA,"10.1111/jeb.13728","Journal of Evolutionary Biology",TRUE,"green","Estimation of environmental and genetic contributions to telomere length variation in a wild mammal","https://doi.org/10.32942/osf.io/s5dnr","https://doi.org/10.1111/jeb.13728","CC BY-SA 4.0",2020-03-04,2020-03-04,2020-03-04,2021-09-15,1,2020-03-04,"Sil H. J. van Lieshout","Sil H. J. van Lieshout, Alexandra M Sparks, Amanda Bretman, Chris Newman, Christina D. Buesching, Terry Burke, David W. Macdonald, Hannah L Dugdale",8
"122",122,"ying-chi chan",122,"jack","brand",4387,"https://doi.org/10.32942/osf.io/f82nq","physiological condition of amphibians exposed to historical industrial pollution in a brazilian biodiversity hotspot","erika m. santana","brazil",2020,"vertebrates","none","none",0,"no","https://doi.org/10.1163/15685381-bja10050","amphibia-reptilia",2021-03-05,"yes",2,1,"none","none",NA,2020-03-06,4,364,"preprint",0,0,0,0,0,1,"research article","no","no","no","no","yes",NA,NA,NA,NA,NA,"Physiological condition of amphibians exposed to historical industrial pollution in a Brazilian biodiversity hotspot","https://doi.org/10.32942/osf.io/f82nq",NA,"CC BY-NC-ND 4.0",2020-03-06,2020-03-06,2020-03-06,2020-03-06,1,2020-03-06,"Erika M. Santana","Erika M. Santana, Luis Cesar Schiesari, Fernando Ribeiro Gomes, Marcio Roberto Costa Martins",4
"123",123,"ying-chi chan",123,"jack","brand",4388,"https://doi.org/10.32942/osf.io/zvkgu","infected or informed? social structure and the simultaneous transmission of information and infectious disease","julian evans","switzerland",2012,"review",NA,NA,0,"no","https://doi.org/10.1111/oik.07148","oikos",2020-07-04,"no",35,3,NA,NA,"https://doi.org/10.1111/oik.07148",2020-03-06,4,120,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.1111/oik.07148","Oikos",TRUE,"green","Infected or informed? Social structure and the simultaneous transmission of information and infectious disease","https://doi.org/10.32942/osf.io/zvkgu","https://doi.org/10.1111/oik.07148","CC BY-SA 4.0",2020-03-06,2020-03-06,2020-03-06,2020-05-11,3,2020-05-11,"Julian Evans","Julian Evans, Matthew Silk, Neeltje Boogert, David Hodgson",4
"124",124,"ying-chi chan",124,"jack","brand",4386,"https://doi.org/10.32942/osf.io/9f7k3","hunters as citizen scientists: contributions to biodiversity monitoring in europe","benjamin cretois","norway",2019,"vertebrates","doi:10.17605/osf.io/gkazm","doi:10.17605/osf.io/gkazm",0,"no","https://doi.org/10.1016/j.gecco.2020.e01077","global ecology and conservation",2020-04-29,"no",44,1,"doi:10.17605/osf.io/gkazm","doi:10.17605/osf.io/gkazm","https://doi.org/10.1016/j.gecco.2020.e01077",2020-03-10,5,50,"preprint",0,0,0,0,0,1,"reviews and meta-analyses","yes","yes","yes","yes","yes",NA,"10.1016/j.gecco.2020.e01077","Global Ecology and Conservation",TRUE,"gold","Hunters as citizen scientists: contributions to biodiversity monitoring in Europe","https://doi.org/10.32942/osf.io/9f7k3","https://doi.org/10.1016/j.gecco.2020.e01077","CC BY-SA 4.0",2020-03-10,2020-03-10,2020-03-10,2020-03-10,1,2020-03-10,"Benjamin Cretois","Benjamin Cretois, John D C Linnell, Matthew Grainger, Erlend Birkeland Nilsen, Jan Ketil Rød",5
"125",125,"ying-chi chan",125,"jack","brand",4383,"https://doi.org/10.32942/osf.io/68hcs","development time mediates the effect of larval diet on ageing and mating success of male antler flies in the wild","christopher angell","canada",2016,"invertebrates","https://datadryad.org/stash/dataset/doi:10.5061/dryad.2rbnzs7jj","none",0,"no","https://doi.org/10.1098/rspb.2020.1876","proceedings of the royal society b: biological sciences",2020-11-04,"no",10,3,"https://doi.org/10.5061/dryad.2rbnzs7jj","none","https://doi.org/10.1098/rspb.2020.1876",2020-03-16,6,233,"preprint",0,0,0,0,1,0,"research article","yes","no","yes","no","yes",NA,"10.1098/rspb.2020.1876","Proceedings of the Royal Society B: Biological Sciences",TRUE,"bronze","Development time mediates the effect of larval diet on ageing and mating success of male antler flies in the wild","https://doi.org/10.32942/osf.io/68hcs","https://doi.org/10.1098/rspb.2020.1876","CC BY-NC-ND 4.0",2020-03-16,2020-03-16,2020-03-16,2020-11-04,3,2020-11-04,"Christopher Angell","Christopher Angell, Mathieu Oudin, Nicolas O. Rode, Brian Mautz, Russell Bonduriansky, Howard D Rundle",6
"126",126,"ying-chi chan",126,"jack","brand",5974,"https://doi.org/10.32942/x2jg72","cooler and drier conditions increase parasitism in subtropical damselfly populations","md kawsar khan","australia",2014,"invertebrates","10.6084/m9.figshare.24182859","10.6084/m9.figshare.24182859",0,"no",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"preprint",0,0,0,0,1,0,"research article","yes","yes","not applicable","not applicable","yes",NA,NA,NA,NA,NA,"Cooler and drier conditions increase parasitism in subtropical damselfly populations","https://doi.org/10.32942/X2JG72",NA,"CC BY-NC 4.0",2023-09-22,2023-09-22,2023-09-22,NA,1,2023-09-22,"Md Kawsar Khan","Md Kawsar Khan, Shatabdi Paul, Mostakim Rayhan, Marie E. Herberstein",4
"127",127,"ying-chi chan",127,"jack","brand",4385,"https://doi.org/10.32942/osf.io/zw8g9","natural variation in the growth and development of protopiophila litigata (diptera: piophilidae) developing in three moose (artiodactyla: cervidae) antlers","christopher angell","canada",2016,"invertebrates","none","none",0,"no","https://doi.org/10.4039/tce.2019.32","the canadian entomologist",2019-06-10,"no",2,1,"none","none","https://doi.org/10.4039/tce.2019.32",2020-03-16,2,-280,"postprint",0,0,0,0,1,1,"research article","no","no","no","no","yes",NA,"10.4039/tce.2019.32","The Canadian Entomologist",FALSE,"closed","Natural variation in the growth and development of Protopiophila litigata (Diptera: Piophilidae) developing in three moose (Artiodactyla: Cervidae) antlers","https://doi.org/10.32942/osf.io/zw8g9","https://doi.org/10.4039/tce.2019.32","CC BY-NC-ND 4.0",2020-03-16,2020-03-16,2020-03-16,2020-03-18,1,2020-03-16,"Christopher Angell","Christopher Angell, Olivia Cook",2
"128",128,"ying-chi chan",128,"jack","brand",4382,"https://doi.org/10.32942/osf.io/38fpy","pre-maturation social experience affects female reproductive strategies and offspring fitness in a highly polyandrous insect","erika m. santana","brazil",2020,"invertebrates","none","none",0,"no","https://doi.org/10.1007/s00265-020-02917-x","behavioral ecology and sociobiology",2020-10-14,"yes",3,1,"https://doi.org/10.17632/cxgfzg3kcs.1","none",NA,2020-03-17,3,211,"preprint",0,0,0,0,1,0,"research article","no","no","yes","no","yes",NA,NA,NA,NA,NA,"Pre-maturation social experience affects female reproductive strategies and offspring fitness in a highly polyandrous insect","https://doi.org/10.32942/osf.io/38fpy",NA,"CC BY-NC-ND 4.0",2020-03-17,2020-03-17,2020-03-17,2020-03-17,1,2020-03-17,"Erika M. Santana","Erika M. Santana, Glauco Machado, Michael M. Kasumovic",3
"129",129,"ying-chi chan",129,"jack","brand",4380,"https://doi.org/10.32942/osf.io/45cnu","the sixth r: revitalizing the natural phosphorus pump","christopher doughty","united states of america",2006,"review",NA,NA,2,"no","https://doi.org/10.1016/j.scitotenv.2022.155023","science of the total environment",2022-04-04,"no",3,1,NA,NA,NA,2020-03-18,3,747,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes","link of the published article is not on the preprint page",NA,NA,NA,NA,"The sixth R: Revitalizing the natural phosphorus pump","https://doi.org/10.32942/osf.io/45cnu",NA,"CC BY-SA 4.0",2020-03-18,2020-03-18,2020-03-18,2020-03-18,1,2020-03-18,"Christopher Doughty","Christopher Doughty, Andrew Abraham, Joe Roman",3
"130",130,"ying-chi chan",130,"jack","brand",4381,"https://doi.org/10.32942/osf.io/xsehd","poor nutritional condition promotes high-risk behaviours: a systematic review and meta-analysis","nicholas patrick moran","germany",2013,"invertebrates, vertebrates","https://osf.io/3tphj/","https://osf.io/3tphj/",0,"no","https://doi.org/10.1111/brv.12655","biological reviews",2020-10-05,"yes",70,3,"https://osf.io/3tphj/","https://osf.io/3tphj/","https://doi.org/10.1111/brv.12655",2020-03-18,4,201,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","yes","yes","yes","yes","yes",NA,"10.1111/brv.12655","Biological Reviews",TRUE,"hybrid","Poor nutritional condition promotes high-risk behaviours: A systematic review and meta-analysis","https://doi.org/10.32942/osf.io/xsehd","https://doi.org/10.1111/brv.12655","CC BY-SA 4.0",2020-03-18,2020-03-18,2020-03-18,2021-05-14,3,2020-08-03,"Nicholas Patrick Moran","Nicholas Patrick Moran, Alfredo Sánchez-Tójar, Holger Schielzeth, Klaus Reinhold",4
"131",131,"ying-chi chan",131,"jack","brand",4384,"https://doi.org/10.32942/osf.io/cm5sa","epicuticular compounds of protopiophila litigata (diptera: piophilidae): identification and sexual selection across two years in the wild","christopher angell","canada",2016,"invertebrates","https://datadryad.org/stash/dataset/doi:10.5061/dryad.2jm63xsjn","none",0,"no","https://doi.org/10.1093/aesa/saz056","annals of the entomological society of america",2019-11-24,"no",1,2,"doi:10.5061/dryad.2jm63xsjn","none","https://doi.org/10.1093/aesa/saz056",2020-03-18,4,-115,"postprint",0,0,0,0,1,0,"research article","yes","no","yes","no","yes",NA,"10.1093/aesa/saz056","Annals of the Entomological Society of America",FALSE,"closed","Epicuticular compounds of Protopiophila litigata (Diptera: Piophilidae): identification and sexual selection across two years in the wild","https://doi.org/10.32942/osf.io/cm5sa","https://doi.org/10.1093/aesa/saz056","CC BY-NC-ND 4.0",2020-03-16,2020-03-18,2020-03-18,2020-11-24,2,2020-11-24,"Christopher Angell","Christopher Angell, Sharon Curtis, Anaïs Ryckenbusch, Howard D Rundle",4
"132",132,"ying-chi chan",132,"jack","brand",4378,"https://doi.org/10.32942/osf.io/mxkgz","towards a generalizable framework of disturbance ecology through crowdsourced science","emily graham","united states of america",2011,"narrative review",NA,NA,0,"no","https://doi.org/10.3389/fevo.2021.588940","frontiers in ecology and evolution",2021-03-03,"yes",36,2,NA,NA,"https://doi.org/10.3389/fevo.2021.588940",2020-03-24,10,344,"preprint",0,0,0,0,0,0,"reviews and meta-analyses","not applicable","not applicable","not applicable","not applicable","yes",NA,"10.3389/fevo.2021.588940","Frontiers in Ecology and Evolution",TRUE,"gold","Towards a generalizable framework of disturbance ecology through crowdsourced science","https://doi.org/10.32942/osf.io/mxkgz","https://doi.org/10.3389/fevo.2021.588940","CC BY-SA 4.0",2020-03-24,2020-03-24,2020-03-24,2020-11-22,2,2020-11-22,"Emily Graham","Emily Graham, Colin Averill, Ben Bond-Lamberty, Joseph E Knelman, Stefan Krause, Ariane L. Peralta, Ashley Shade, A. Peyton Smith, Susan Cheng, Nicolas Fanin",10
"133",133,"ying-chi chan",133,"jack","brand",4320,"https://doi.org/10.32942/osf.io/eq2af","telomere heritability and parental age at conception effects in a wild avian population","alexandra m sparks","united kingdom",2014,"vertebrates","none","none",0,"no","https://doi.org/10.1111/mec.15804","molecular ecology",2021-02-15,"no",37,2,"https://doi.org/10.5061/dryad.vt4b8gtr1","https://github.com/seychelle-warbler-project/sparks_2021_molecol","https://doi.org/10.1111/mec.15804",2020-07-08,8,222,"preprint",0,0,0,0,0,1,"research article","no","no","yes","yes","yes",NA,"10.1111/mec.15804","Molecular Ecology",TRUE,"hybrid","Telomere heritability and parental age at conception effects in a wild avian population","https://doi.org/10.32942/osf.io/eq2af","https://doi.org/10.1111/mec.15804","CC BY-SA 4.0",2020-07-08,2020-07-08,2020-07-08,2020-07-08,2,2020-07-08,"Alexandra M Sparks","Alexandra M Sparks, Lewis G. Spurgin, Marco van der Velde, Eleanor A. Fairfield, Jan Komdeur, Terry Burke, David S Richardson, Hannah L Dugdale",8
